i j Omegaij  Pij
841 255 0.187604 0.189224
841 458 0.529894 0.532564
842 256 0.009346 0.007051
843 256 0.002354 0.001263
843 307 0.135485 0.139494
843 350 0.145211 0.139923
843 578 0.020010 0.019513
844 259 0.433249 0.428656
845 259 0.195261 0.194932
845 339 0.157153 0.159907
845 391 0.074497 0.074247
845 394 0.022651 0.022124
845 656 0.061464 0.060663
845 811 0.140913 0.140338
846 263 0.033495 0.032715
846 277 0.095078 0.095958
846 300 0.082016 0.082387
846 480 0.146681 0.143856
846 705 0.076308 0.075576
846 815 0.046027 0.046500
846 1097 0.095758 0.096169
846 1042 0.052094 0.051306
846 1034 0.019526 0.018789
846 1038 0.108290 0.108067
847 263 0.052924 0.053446
847 277 0.159036 0.156766
847 418 0.070142 0.068952
847 459 0.213231 0.210963
847 470 0.184009 0.185453
847 485 0.244074 0.243593
847 512 0.136867 0.136654
847 563 0.254107 0.251551
847 756 0.277766 0.273795
847 807 0.149792 0.148553
847 1044 0.238204 0.239900
847 1097 0.160000 0.157111
847 1033 0.193516 0.194053
848 263 0.087080 0.087773
848 300 0.225403 0.221040
848 474 0.083922 0.081849
848 478 0.123075 0.126841
848 481 0.147955 0.146337
848 553 0.004251 0.004879
848 563 0.410794 0.413114
848 708 0.002418 0.002710
848 815 0.125804 0.124757
848 1034 0.050189 0.050410
848 1042 0.138517 0.137652
848 1036 0.060874 0.061246
848 1097 0.262918 0.258018
849 264 0.020760 0.021503
849 806 0.144863 0.143032
850 266 0.358214 0.358382
850 415 0.250166 0.249181
850 572 0.104508 0.104523
850 709 0.236490 0.235356
851 266 0.068397 0.068830
852 267 0.216087 0.216346
852 552 0.421201 0.419908
852 652 0.377292 0.375964
852 658 0.105918 0.105347
852 690 0.435696 0.434762
852 706 0.523410 0.522482
852 819 0.166861 0.167623
852 928 0.405232 0.409330
853 268 0.316468 0.323910
853 613 0.731652 0.727530
853 868 0.102190 0.102899
854 268 0.102729 0.099513
854 602 0.132895 0.132368
854 1111 0.109622 0.110523
854 870 0.244486 0.243418
854 922 0.058232 0.055361
854 867 0.142976 0.140668
854 868 0.032783 0.031613
855 269 0.306269 0.278561
856 269 0.311060 0.282527
857 269 0.230528 0.233100
858 270 0.223196 0.218591
858 275 0.597478 0.598001
858 353 0.096627 0.096725
858 387 0.427589 0.426267
858 408 0.165982 0.166835
858 632 0.026186 0.025872
858 728 0.209519 0.209739
858 835 0.521359 0.521140
858 1112 0.054025 0.053113
859 270 0.033725 0.032427
859 311 0.025110 0.025974
859 431 0.041093 0.040610
859 554 0.041793 0.040802
859 560 0.002803 0.002222
859 962 0.071399 0.070168
859 1004 0.067468 0.066273
859 906 0.083125 0.081322
860 270 0.121305 0.122616
860 332 0.164705 0.163119
860 710 0.149325 0.145120
860 1049 0.143440 0.144039
860 988 0.122843 0.121005
860 987 0.011569 0.010686
861 272 0.814515 0.814463
862 273 0.370811 0.375053
863 274 0.057150 0.056415
863 367 0.013024 0.012210
863 426 0.038041 0.037399
864 275 0.698048 0.695241
864 975 0.685049 0.684994
864 1112 0.060939 0.061749
865 275 0.764735 0.762477
865 577 0.122653 0.121623
866 276 0.159420 0.153171
867 277 0.105212 0.107821
867 426 0.125309 0.123086
867 481 0.063872 0.061286
867 553 0.003105 0.002043
867 563 0.172842 0.173012
867 823 0.198056 0.198860
867 854 0.083863 0.083314
867 868 0.030048 0.029281
867 1111 0.103889 0.102370
867 869 0.083739 0.084727
868 277 0.353509 0.355311
868 482 0.721263 0.725707
868 553 0.007878 0.006734
868 563 0.567518 0.570141
868 853 0.152629 0.157054
868 854 0.279853 0.274553
868 867 0.434255 0.429358
868 1111 0.341167 0.337348
869 277 0.318060 0.316933
869 332 0.285475 0.284966
869 350 0.602698 0.602461
869 475 0.486082 0.482341
869 483 0.665726 0.661951
869 823 0.585861 0.584537
869 867 0.381555 0.382981
869 1034 0.063223 0.062057
869 870 0.662300 0.662729
869 1113 0.044614 0.045307
869 1037 0.451999 0.453744
870 277 0.082977 0.082629
870 483 0.174126 0.172580
870 854 0.064997 0.063848
870 869 0.063381 0.064931
871 278 0.132468 0.129688
871 369 0.112109 0.111434
871 375 0.005156 0.005340
871 416 0.140292 0.135748
871 605 0.044186 0.043917
871 608 0.029072 0.029339
871 629 0.026138 0.027961
871 633 0.089171 0.087874
871 749 0.100373 0.100341
872 286 0.812512 0.811016
873 286 0.180849 0.180410
873 354 0.085482 0.085302
873 488 0.173580 0.174409
873 494 0.192641 0.191292
873 1114 0.052562 0.051535
874 286 0.608149 0.593688
874 294 0.633300 0.618679
874 479 0.527163 0.533833
874 494 0.644366 0.629499
874 674 0.485915 0.485101
875 286 0.027350 0.026620
876 286 0.486046 0.486547
876 296 0.230017 0.229408
877 286 0.289110 0.286122
877 488 0.279286 0.276604
877 494 0.305764 0.303380
877 1094 0.143341 0.138594
878 286 0.807414 0.803929
878 366 0.029657 0.029956
878 698 0.056163 0.054323
879 289 0.101742 0.104938
879 667 0.390467 0.384625
879 836 0.846929 0.850159
880 295 0.450594 0.453647
880 307 0.650030 0.651960
880 329 0.535568 0.540394
880 341 0.398032 0.398036
880 530 0.267314 0.264227
881 296 0.032049 0.031426
881 376 0.070085 0.070001
881 440 0.070014 0.070125
881 565 0.043310 0.042504
882 297 0.304680 0.304948
882 585 0.250688 0.250236
883 297 0.124958 0.125570
883 298 0.068146 0.068884
883 340 0.113816 0.112112
883 382 0.130075 0.129109
883 388 0.115681 0.116835
883 412 0.117594 0.115748
883 428 0.021679 0.020125
883 433 0.035436 0.035392
883 551 0.118072 0.115210
883 687 0.088311 0.088697
883 691 0.028836 0.028087
883 774 0.033922 0.034982
883 1115 0.020691 0.020111
884 298 0.212576 0.212217
884 388 0.358842 0.359942
884 433 0.109868 0.109034
884 551 0.357432 0.354937
884 570 0.381984 0.382820
884 725 0.087133 0.085305
884 755 0.235201 0.233462
884 783 0.352574 0.351543
884 787 0.184717 0.184323
884 885 0.215803 0.216364
884 886 0.138244 0.138968
884 887 0.169534 0.168096
885 298 0.235872 0.237213
885 388 0.403086 0.402337
885 433 0.121770 0.121876
885 541 0.417796 0.417196
885 551 0.400536 0.396742
885 570 0.426779 0.427908
885 725 0.095430 0.095352
885 755 0.261458 0.260959
885 787 0.206885 0.206032
885 884 0.418518 0.419509
885 886 0.155841 0.155335
885 887 0.186817 0.187894
886 298 0.464849 0.466254
886 388 0.786996 0.790814
886 433 0.245524 0.239554
886 551 0.780437 0.779816
886 570 0.843704 0.841076
886 725 0.190661 0.187420
886 755 0.508788 0.512929
886 787 0.406478 0.404967
886 884 0.827481 0.824566
886 885 0.475300 0.475365
886 887 0.369958 0.369316
887 298 0.472487 0.473916
887 388 0.805447 0.803810
887 433 0.242772 0.243491
887 541 0.833189 0.833496
887 551 0.793460 0.792632
887 570 0.854225 0.854899
887 725 0.192210 0.190500
887 755 0.522759 0.521359
887 787 0.411195 0.411623
887 884 0.839505 0.838117
887 885 0.484066 0.483177
887 886 0.312416 0.310337
888 302 0.034029 0.033073
888 340 0.123034 0.125356
888 356 0.029375 0.030952
888 511 0.130378 0.129425
888 895 0.102434 0.101798
888 935 0.057334 0.057965
888 890 0.031844 0.032308
889 302 0.141901 0.142174
889 340 0.540119 0.538880
889 380 0.477853 0.479100
889 381 0.463351 0.463508
889 384 0.505443 0.504385
889 387 0.407421 0.406376
889 395 0.250208 0.253199
889 506 0.018283 0.017530
889 783 0.548720 0.548478
889 1116 0.108078 0.108909
889 977 0.210920 0.210911
890 302 0.024374 0.024533
890 340 0.093220 0.092987
890 356 0.023736 0.022960
890 383 0.096558 0.093545
890 577 0.016499 0.015692
890 783 0.095395 0.094643
890 888 0.105557 0.106633
890 906 0.088308 0.090178
890 895 0.076571 0.075513
891 302 0.044727 0.043150
891 340 0.162870 0.163549
891 380 0.146760 0.145406
891 383 0.164024 0.164531
891 392 0.000937 0.000985
891 395 0.078642 0.076846
891 408 0.047286 0.048271
891 409 0.182224 0.177731
891 430 0.054819 0.056359
891 503 0.173971 0.176541
892 302 0.192166 0.193123
892 331 0.679117 0.675527
892 392 0.004468 0.004409
892 503 0.789466 0.790139
893 302 0.043580 0.042067
893 392 0.001069 0.000960
893 980 0.050493 0.048024
893 1010 0.012204 0.010556
893 982 0.062038 0.060493
893 894 0.148093 0.149224
893 975 0.167549 0.166196
893 919 0.047036 0.047043
893 981 0.143888 0.142123
894 302 0.003769 0.003505
894 331 0.013909 0.012259
894 392 0.000951 0.000080
894 503 0.015243 0.014339
894 591 0.001618 0.001728
894 783 0.013859 0.013521
894 893 0.013775 0.013971
894 980 0.005353 0.004001
894 975 0.014126 0.013846
894 982 0.005420 0.005040
894 919 0.004436 0.003919
895 302 0.132025 0.130790
895 340 0.498162 0.495732
895 356 0.123001 0.122402
895 383 0.500708 0.498706
895 384 0.464751 0.463999
895 511 0.513189 0.511826
895 773 0.016427 0.015521
895 888 0.566754 0.568483
895 890 0.128989 0.127765
895 935 0.230436 0.229229
895 923 0.476894 0.477450
896 303 0.438066 0.407276
897 305 0.062084 0.068888
897 428 0.017738 0.017339
897 1117 0.037694 0.042116
898 305 0.515825 0.513912
898 310 0.854641 0.854955
898 899 0.667602 0.666495
899 305 0.302569 0.302060
899 710 0.193391 0.193845
899 898 0.468915 0.465446
899 1057 0.305285 0.303418
900 306 0.297254 0.295562
901 309 0.144861 0.145677
901 313 0.003857 0.003613
901 391 0.058052 0.058324
901 526 0.060187 0.059864
901 557 0.131873 0.133855
901 560 0.003839 0.003785
901 1065 0.168021 0.164616
901 911 0.149364 0.147437
902 309 0.501480 0.499667
902 528 0.345646 0.343942
902 557 0.464541 0.459118
902 794 0.192464 0.193490
903 311 0.240666 0.241361
903 407 0.028314 0.028167
903 430 0.272352 0.268518
903 511 0.807777 0.804519
903 1050 0.092675 0.093863
903 907 0.352932 0.355861
904 311 0.114065 0.107673
904 331 0.319636 0.320803
904 355 0.017265 0.015915
904 401 0.123158 0.121889
905 311 0.110104 0.107556
906 311 0.007996 0.007974
906 431 0.012790 0.012468
906 859 0.027625 0.027012
906 890 0.007236 0.006635
906 1003 0.021963 0.021209
906 1004 0.020389 0.020347
906 1066 0.019394 0.019944
906 1068 0.001104 0.000868
906 910 0.027824 0.026320
907 311 0.066699 0.065581
907 335 0.252780 0.254035
907 340 0.209687 0.211726
907 407 0.007529 0.007653
907 426 0.138412 0.138292
907 511 0.219640 0.218600
907 718 0.203525 0.203703
907 832 0.021237 0.022702
907 903 0.153888 0.156822
907 991 0.029585 0.028569
907 1002 0.130118 0.126475
908 312 0.011483 0.012793
909 312 0.019715 0.019831
909 1068 0.004057 0.003752
909 1066 0.083627 0.086165
909 1004 0.086794 0.087910
909 1104 0.101135 0.099972
909 1077 0.081599 0.080661
910 312 0.073234 0.071875
910 906 0.386790 0.390967
911 313 0.018690 0.017919
911 467 0.752412 0.750054
911 526 0.299535 0.296892
911 557 0.664303 0.663850
911 560 0.019259 0.018770
911 901 0.489873 0.486336
911 1065 0.817199 0.816407
911 1064 0.656807 0.656648
911 1053 0.089186 0.088717
912 315 0.397575 0.392431
913 315 0.669684 0.668248
913 414 0.150408 0.146874
913 451 0.475772 0.477837
914 318 0.060414 0.059859
914 321 0.079502 0.078482
914 445 0.081249 0.078292
915 320 0.175966 0.161594
916 321 0.426616 0.427939
917 325 0.222426 0.223855
918 329 0.571116 0.579996
918 428 0.106127 0.115842
918 1118 0.031729 0.039643
919 331 0.145918 0.142508
919 392 0.000958 0.000930
919 503 0.167599 0.166686
919 893 0.160793 0.162401
919 894 0.145061 0.144520
919 980 0.048858 0.046510
919 982 0.059648 0.058587
920 332 0.426380 0.422949
920 357 0.649730 0.650851
920 1089 0.162652 0.163430
921 332 0.041930 0.041843
921 459 0.061956 0.062625
921 485 0.070315 0.072312
921 1001 0.017263 0.015176
922 333 0.036180 0.036783
922 456 0.167853 0.165023
922 611 0.142546 0.139831
922 854 0.110024 0.111552
922 1022 0.059510 0.063501
923 333 0.010039 0.010411
923 607 0.081276 0.078153
923 633 0.050315 0.049717
923 895 0.058037 0.057996
923 984 0.035763 0.035495
924 333 0.105702 0.103427
924 597 0.500409 0.500272
925 334 0.090275 0.090130
925 798 0.004520 0.003018
926 336 0.874641 0.872743
926 432 0.001035 0.000963
927 338 0.184618 0.184721
927 553 0.003199 0.002249
927 1061 0.168968 0.170663
928 338 0.681596 0.679150
928 367 0.162909 0.162644
928 424 0.708468 0.706610
928 852 0.581163 0.579887
929 338 0.179879 0.177337
929 353 0.034941 0.034080
929 760 0.126326 0.125967
929 1119 0.014682 0.014108
930 338 0.258945 0.252991
930 1010 0.019639 0.018811
930 1120 0.174200 0.173305
931 338 0.104332 0.107927
931 431 0.057962 0.058701
931 467 0.128114 0.128356
931 962 0.100991 0.101426
931 1004 0.097894 0.095797
932 338 0.052078 0.053188
932 476 0.029948 0.030363
933 339 0.364743 0.366091
934 339 0.534503 0.531440
934 657 0.221877 0.220693
934 760 0.382664 0.382165
934 986 0.284564 0.283089
934 1086 0.253086 0.251820
935 340 0.769245 0.767944
935 381 0.661382 0.660534
935 783 0.784168 0.781621
935 888 0.882933 0.880643
935 895 0.621136 0.623628
936 340 0.170785 0.170124
936 409 0.180494 0.184875
936 735 0.012744 0.012294
937 340 0.563860 0.562771
937 383 0.567985 0.566147
937 386 0.615240 0.612169
938 343 0.045913 0.048525
939 346 0.198516 0.198543
939 589 0.243242 0.244870
939 723 0.249249 0.250857
939 744 0.007389 0.006301
939 747 0.034783 0.036254
939 940 0.299111 0.298227
939 945 0.279256 0.276794
940 346 0.447274 0.446770
940 723 0.564634 0.564488
940 939 0.385283 0.386329
940 941 0.494592 0.494744
941 346 0.468404 0.462574
941 397 0.442070 0.439711
941 506 0.019695 0.019826
941 940 0.694836 0.694820
941 957 0.603147 0.604998
942 346 0.010960 0.010708
942 395 0.007771 0.006629
942 411 0.011394 0.011097
943 346 0.554394 0.561141
943 395 0.361995 0.347377
943 742 0.303563 0.331327
944 346 0.080547 0.079400
944 355 0.004786 0.004789
944 589 0.097331 0.097927
944 590 0.075992 0.075241
944 723 0.103466 0.100321
944 729 0.052629 0.052553
944 742 0.047527 0.046882
944 743 0.036710 0.034148
944 744 0.002952 0.002520
944 745 0.110087 0.107342
945 346 0.152659 0.151216
945 355 0.009171 0.009121
945 589 0.189344 0.186499
945 723 0.192598 0.191059
945 939 0.128184 0.130759
946 348 0.352332 0.372847
947 349 0.119807 0.110524
948 349 0.494269 0.490658
949 351 0.059016 0.069621
949 450 0.203279 0.198373
949 529 0.028571 0.023815
949 537 0.138173 0.126295
949 714 0.198595 0.194736
949 951 0.044496 0.045341
950 351 0.083810 0.082810
950 587 0.065546 0.066145
951 351 0.152665 0.154197
951 466 0.333503 0.334322
951 587 0.122816 0.123165
951 818 0.453189 0.456399
951 949 0.007353 0.006483
952 351 0.007882 0.007660
952 367 0.004709 0.004072
952 391 0.008590 0.007798
952 587 0.007579 0.006119
952 597 0.014592 0.013465
952 655 0.010328 0.009015
952 768 0.001091 0.000460
952 770 0.019079 0.017024
952 818 0.023061 0.022673
953 352 0.024252 0.022912
953 364 0.194562 0.192942
953 368 0.134853 0.135419
953 567 0.160829 0.160857
953 587 0.136381 0.135392
953 706 0.380152 0.378669
953 961 0.379447 0.385292
954 353 0.078031 0.080536
955 354 0.041427 0.040238
956 354 0.262859 0.263913
956 421 0.580034 0.580325
956 478 0.147514 0.146990
956 479 0.503380 0.501889
956 563 0.479697 0.478740
956 810 0.557506 0.556475
956 1036 0.072665 0.070975
956 994 0.604651 0.602988
956 995 0.445502 0.447154
957 354 0.071465 0.069798
957 387 0.103873 0.103998
957 395 0.066983 0.064798
957 397 0.098767 0.099499
957 723 0.131815 0.132252
957 941 0.118074 0.115912
957 1062 0.129402 0.128472
957 1099 0.113231 0.112118
957 985 0.017550 0.016094
958 354 0.295974 0.292984
959 355 0.002130 0.001913
959 398 0.019246 0.019885
959 571 0.039012 0.039858
959 1121 0.022862 0.022225
960 355 0.023092 0.023237
960 589 0.476385 0.475114
961 357 0.170806 0.170176
961 364 0.099867 0.098156
961 367 0.045752 0.045838
961 659 0.225065 0.227628
961 953 0.046759 0.045318
962 361 0.206854 0.205896
962 431 0.370245 0.367806
962 859 0.797596 0.796835
962 931 0.436692 0.436354
963 366 0.029940 0.026263
964 366 0.005537 0.004503
964 467 0.124987 0.119542
964 599 0.005332 0.004216
964 741 0.112683 0.114183
965 366 0.007042 0.017840
966 375 0.013014 0.012632
966 609 0.349679 0.352903
967 375 0.005011 0.004076
967 402 0.105224 0.101056
967 611 0.052407 0.053398
967 1083 0.045589 0.046979
967 1079 0.024643 0.024606
968 375 0.012956 0.012204
968 633 0.190968 0.200848
969 375 0.018439 0.017898
970 375 0.021739 0.020212
971 376 0.881578 0.882929
972 376 0.340647 0.337508
973 377 0.252564 0.252888
973 730 0.087607 0.082677
974 377 0.287073 0.288331
974 690 0.445057 0.441711
974 769 0.038318 0.039935
975 379 0.503472 0.503470
975 392 0.004945 0.004537
975 397 0.542671 0.543379
975 727 0.168462 0.169681
975 772 0.026362 0.025394
975 830 0.412047 0.409062
975 864 0.540431 0.537800
975 893 0.795579 0.792070
975 894 0.705843 0.704859
975 980 0.226924 0.226841
975 982 0.287282 0.285741
976 381 0.112781 0.114835
977 388 0.410772 0.411618
977 725 0.101442 0.097552
977 889 0.198067 0.198432
978 390 0.277897 0.277844
978 495 0.757705 0.759061
978 497 0.182135 0.181013
978 656 0.230883 0.229720
978 1122 0.721409 0.718528
979 391 0.228467 0.226417
979 458 0.485792 0.485260
979 571 0.530722 0.528785
979 839 0.112776 0.109529
979 1067 0.219739 0.218399
980 392 0.000924 0.000055
980 503 0.010061 0.009941
980 729 0.005133 0.004626
980 893 0.010505 0.009685
980 894 0.008076 0.008619
980 919 0.003217 0.002717
980 975 0.009205 0.009599
980 1123 0.005030 0.004579
980 982 0.003833 0.003494
981 392 0.002854 0.002824
981 729 0.232630 0.235514
981 893 0.498160 0.493045
982 392 0.005303 0.004991
982 412 0.853943 0.855424
982 584 0.104081 0.103803
982 729 0.415429 0.416232
982 893 0.874179 0.871375
982 894 0.774662 0.775433
982 919 0.245047 0.244455
982 975 0.861726 0.863625
982 980 0.245944 0.249553
983 394 0.041673 0.043508
983 660 0.401643 0.389376
984 395 0.043729 0.043313
984 607 0.103549 0.100876
984 611 0.050686 0.051086
984 633 0.064742 0.064172
984 923 0.092049 0.088782
985 395 0.317026 0.315090
985 723 0.651002 0.643096
985 957 0.656972 0.665699
986 400 0.366819 0.370025
986 657 0.133521 0.133086
986 698 0.026458 0.026355
986 934 0.277341 0.275181
986 1086 0.153114 0.151857
987 401 0.138820 0.139137
987 713 0.410640 0.405531
987 860 0.064838 0.063591
987 1049 0.186201 0.180259
988 401 0.246938 0.242478
988 860 0.111422 0.110822
988 1049 0.322684 0.314144
989 403 0.223744 0.225263
989 461 0.173207 0.175930
989 664 0.129211 0.132468
989 817 0.139563 0.138736
989 1008 0.157303 0.157988
990 406 0.230418 0.218174
991 406 0.189804 0.188530
991 511 0.535852 0.536408
991 727 0.121584 0.117051
991 730 0.083532 0.082680
991 907 0.237209 0.237268
991 1002 0.309829 0.310347
992 409 0.466074 0.464294
992 433 0.133264 0.134874
993 417 0.046729 0.045978
993 705 0.112555 0.113899
994 417 0.109764 0.110415
994 459 0.471444 0.467353
994 476 0.306657 0.308529
994 481 0.196579 0.197401
994 482 0.708658 0.709323
994 483 0.728638 0.725355
994 485 0.542614 0.539640
994 563 0.557285 0.557270
994 956 0.643252 0.642698
994 1042 0.184327 0.185685
994 1111 0.329370 0.329732
994 995 0.522619 0.520503
994 1025 0.624906 0.623620
995 421 0.718310 0.717990
995 446 0.152043 0.152338
995 476 0.327781 0.327927
995 479 0.617943 0.620947
995 563 0.595126 0.592307
995 704 0.111977 0.111912
995 956 0.684100 0.683106
995 994 0.747895 0.746029
996 422 0.079798 0.079536
996 1122 0.345392 0.353512
997 426 0.462526 0.463299
997 1124 0.501357 0.504064
998 426 0.464332 0.463307
998 506 0.022804 0.023075
999 426 0.178411 0.173182
1000 428 0.005494 0.004941
1000 457 0.015041 0.015324
1000 498 0.025990 0.026358
1000 610 0.030237 0.031255
1000 686 0.028912 0.026532
1000 1048 0.025132 0.024790
1000 1125 0.018664 0.018532
1001 428 0.023245 0.021145
1001 459 0.091289 0.090699
1001 921 0.040736 0.036317
1002 430 0.237463 0.236090
1002 727 0.158394 0.154356
1002 730 0.111004 0.109030
1002 907 0.315698 0.312885
